"Customer ID","Age","Gender","Purchase Amount (USD)","Item Purchased","Category","Size","Color","Season","Location","Frequency of Purchases","Previous Purchases","Shipping Type","Payment Method","Promo Code Used","Subscription Status","Rating Category","Rating"
"784","63","Male","65","T-Shirt","Clothing","L","Purple","Winter","Louisiana","Fortnightly","38","Next Day Air","Paypal","True","True","Medium","4.5"
"785","31","Male","72","Jeans","Clothing","M","Peach","Winter","Alabama","Every 3 Months","41","Store Pickup","Bank Transfer","True","True","Low","3.2"
"786","46","Male","62","Shorts","Clothing","S","Purple","Spring","Louisiana","Fortnightly","37","Next Day Air","Paypal","True","True","Medium","4.0"
"787","70","Male","21","Hat","Accessories","S","Teal","Winter","Indiana","Every 3 Months","16","Express","Bank Transfer","True","True","High","4.8"
"788","53","Male","85","Handbag","Accessories","S","Green","Spring","Michigan","Weekly","25","Free Shipping","Venmo","True","True","Medium","3.7"
"789","50","Male","51","Pants","Clothing","Xl","Yellow","Summer","Rhode Island","Quarterly","18","Store Pickup","Bank Transfer","True","True","Medium","3.8"
"790","33","Male","84","Handbag","Accessories","S","Purple","Fall","Idaho","Bi-Weekly","4","Standard","Credit Card","True","True","Low","2.7"
"791","22","Male","37","Sweater","Clothing","M","Indigo","Summer","Louisiana","Quarterly","12","Store Pickup","Bank Transfer","True","True","High","4.9"
"792","50","Male","44","Scarf","Accessories","S","Magenta","Summer","North Carolina","Fortnightly","35","2-Day Shipping","Paypal","True","True","Low","3.1"
"793","34","Male","45","Sneakers","Footwear","M","Violet","Spring","New Jersey","Weekly","45","Next Day Air","Venmo","True","True","Medium","4.2"
"794","24","Male","35","Pants","Clothing","L","Maroon","Summer","Alabama","Monthly","16","Free Shipping","Credit Card","True","True","Medium","3.8"
"795","69","Male","50","Backpack","Accessories","Xl","Yellow","Winter","Kentucky","Fortnightly","10","Store Pickup","Debit Card","True","True","Medium","4.2"
"796","39","Male","26","Sandals","Footwear","M","Beige","Summer","New York","Annually","34","Store Pickup","Venmo","True","True","High","4.6"
"797","42","Male","78","Socks","Clothing","Xl","Black","Fall","Arizona","Annually","43","2-Day Shipping","Credit Card","True","True","Medium","4.0"
"798","42","Male","82","Coat","Outerwear","M","Violet","Fall","Maryland","Weekly","38","2-Day Shipping","Debit Card","True","True","Medium","4.0"
"799","29","Male","39","Socks","Clothing","M","Violet","Spring","Alaska","Every 3 Months","48","2-Day Shipping","Paypal","True","True","Medium","3.8"
"800","55","Male","55","Belt","Accessories","L","Brown","Summer","Nevada","Annually","31","Free Shipping","Paypal","True","True","Low","3.3"
"801","32","Male","20","Socks","Clothing","S","Gold","Summer","Utah","Every 3 Months","20","Free Shipping","Cash","True","True","Low","2.6"
"802","25","Male","29","Belt","Accessories","L","Blue","Fall","New Mexico","Fortnightly","12","Express","Credit Card","True","True","High","4.9"
"803","38","Male","41","Pants","Clothing","M","Teal","Winter","Delaware","Weekly","2","Next Day Air","Bank Transfer","True","True","Low","3.5"
"804","32","Male","38","Shorts","Clothing","L","Silver","Winter","Connecticut","Every 3 Months","30","Express","Venmo","True","True","Low","2.8"
"805","43","Male","47","Boots","Footwear","M","Maroon","Summer","Mississippi","Quarterly","28","Store Pickup","Venmo","True","True","Low","2.6"
"806","41","Male","30","Dress","Clothing","L","White","Summer","Connecticut","Monthly","40","Next Day Air","Debit Card","True","True","Medium","3.7"
"807","56","Male","56","Jeans","Clothing","L","Charcoal","Summer","Florida","Quarterly","46","Standard","Paypal","True","True","Low","2.7"
"808","27","Male","89","T-Shirt","Clothing","S","Brown","Winter","New York","Weekly","15","Express","Credit Card","True","True","Low","3.3"
"809","46","Male","96","Shoes","Footwear","L","Lavender","Fall","Wisconsin","Every 3 Months","38","Next Day Air","Cash","True","True","High","4.6"
"810","48","Male","81","Boots","Footwear","M","Violet","Fall","South Carolina","Bi-Weekly","30","Next Day Air","Paypal","True","True","High","4.9"
"811","52","Male","83","Scarf","Accessories","S","Lavender","Fall","South Dakota","Bi-Weekly","32","Store Pickup","Debit Card","True","True","High","4.9"
"812","18","Male","35","Sneakers","Footwear","M","Green","Winter","Illinois","Quarterly","36","Free Shipping","Venmo","True","True","Low","2.7"
"813","64","Male","56","Boots","Footwear","M","Olive","Summer","Alaska","Weekly","32","Standard","Credit Card","True","True","Low","3.2"
"814","54","Male","45","Handbag","Accessories","S","Olive","Summer","Montana","Annually","14","Store Pickup","Debit Card","True","True","Low","2.9"
"815","31","Male","62","Shirt","Clothing","M","Pink","Winter","Minnesota","Monthly","8","Express","Paypal","True","True","Medium","3.8"
"816","30","Male","84","Hat","Accessories","L","Teal","Spring","West Virginia","Bi-Weekly","27","Next Day Air","Venmo","True","True","Low","3.0"
"817","26","Male","24","Sweater","Clothing","L","Cyan","Summer","Illinois","Monthly","24","Store Pickup","Debit Card","True","True","Medium","3.9"
"818","25","Male","21","Handbag","Accessories","S","Gray","Spring","Nevada","Fortnightly","30","Store Pickup","Paypal","True","True","High","4.7"
"819","59","Male","91","Shirt","Clothing","M","Peach","Winter","Idaho","Monthly","34","Store Pickup","Debit Card","True","True","High","4.9"
"820","55","Male","36","Sunglasses","Accessories","S","Teal","Winter","Colorado","Quarterly","28","Next Day Air","Debit Card","True","True","High","4.8"
"821","56","Male","39","Sneakers","Footwear","M","Turquoise","Spring","Louisiana","Monthly","27","2-Day Shipping","Debit Card","True","True","Low","2.5"
"822","62","Male","39","Hoodie","Clothing","M","Green","Spring","Vermont","Bi-Weekly","31","Standard","Credit Card","True","True","Medium","3.9"
"823","35","Male","59","Shirt","Clothing","L","Magenta","Winter","Mississippi","Annually","23","Standard","Bank Transfer","True","True","Low","3.4"
"824","51","Male","27","Sunglasses","Accessories","M","Green","Winter","Georgia","Quarterly","11","Free Shipping","Credit Card","True","True","Low","2.5"
"825","61","Male","94","Blouse","Clothing","M","White","Spring","Georgia","Quarterly","48","Store Pickup","Cash","True","True","Low","3.0"
"826","27","Male","94","Belt","Accessories","Xl","Brown","Fall","Nebraska","Monthly","17","Next Day Air","Cash","True","True","Medium","3.6"
"827","54","Male","94","Dress","Clothing","M","Purple","Winter","Massachusetts","Weekly","36","Standard","Paypal","True","True","Medium","3.6"
"828","31","Male","51","Shoes","Footwear","S","Green","Fall","Colorado","Fortnightly","33","Free Shipping","Bank Transfer","True","True","Medium","4.1"
"829","24","Male","62","Socks","Clothing","M","Peach","Fall","Nevada","Bi-Weekly","27","2-Day Shipping","Paypal","True","True","Medium","3.7"
"830","42","Male","57","Socks","Clothing","S","Silver","Spring","Idaho","Fortnightly","14","2-Day Shipping","Credit Card","True","True","Low","3.1"
"831","41","Male","76","Shorts","Clothing","M","Maroon","Fall","Wyoming","Annually","5","Express","Credit Card","True","True","Medium","4.2"
"832","66","Male","63","Gloves","Accessories","M","Red","Summer","Washington","Every 3 Months","47","Express","Cash","True","True","Medium","4.3"
"833","58","Male","80","Jacket","Outerwear","L","Blue","Fall","California","Bi-Weekly","28","Express","Cash","True","True","Low","2.5"
"834","43","Male","68","Handbag","Accessories","M","Purple","Fall","Oklahoma","Annually","11","Standard","Credit Card","True","True","Low","3.5"
"835","52","Male","89","Backpack","Accessories","M","Indigo","Summer","Nevada","Weekly","18","Free Shipping","Credit Card","True","True","Low","3.1"
"836","35","Male","26","Boots","Footwear","L","Indigo","Summer","Maryland","Weekly","21","Next Day Air","Debit Card","True","True","Low","2.5"
"837","23","Male","90","Gloves","Accessories","L","Violet","Winter","West Virginia","Bi-Weekly","22","Store Pickup","Cash","True","True","Medium","3.9"
"838","25","Male","28","Hoodie","Clothing","L","Brown","Spring","Illinois","Every 3 Months","33","Express","Cash","True","True","High","4.9"
"839","33","Male","29","Coat","Outerwear","M","Gray","Spring","Kentucky","Annually","49","Express","Credit Card","True","True","Medium","4.3"
"840","48","Male","31","Shirt","Clothing","L","Teal","Spring","Illinois","Every 3 Months","10","Free Shipping","Debit Card","True","True","Low","2.6"
"841","42","Male","24","Shirt","Clothing","L","Teal","Summer","Alabama","Weekly","18","2-Day Shipping","Paypal","True","True","Medium","4.2"
"842","55","Male","88","Sweater","Clothing","M","Beige","Summer","Texas","Fortnightly","28","Store Pickup","Paypal","True","True","Low","2.6"
"843","59","Male","87","Shirt","Clothing","M","Violet","Spring","Missouri","Weekly","25","Express","Paypal","True","True","Medium","3.6"
"844","65","Male","80","Hoodie","Clothing","S","Beige","Summer","Pennsylvania","Weekly","6","Express","Paypal","True","True","Low","3.2"
"845","59","Male","48","Sandals","Footwear","L","Purple","Winter","Missouri","Bi-Weekly","44","Express","Venmo","True","True","Medium","4.4"
"846","31","Male","21","Belt","Accessories","Xl","Charcoal","Winter","Michigan","Monthly","30","Standard","Venmo","True","True","Medium","3.7"
"847","49","Male","72","Boots","Footwear","M","Pink","Spring","Kentucky","Quarterly","42","Express","Debit Card","True","True","Medium","3.7"
"848","53","Male","44","Hoodie","Clothing","L","Blue","Fall","New Jersey","Monthly","30","Standard","Paypal","True","True","Medium","4.1"
"849","48","Male","73","Sandals","Footwear","M","Lavender","Fall","Delaware","Bi-Weekly","33","Store Pickup","Credit Card","True","True","Medium","3.6"
"850","23","Male","61","Jeans","Clothing","S","Charcoal","Spring","Missouri","Quarterly","24","Express","Paypal","True","True","Medium","4.3"
"851","68","Male","20","Shoes","Footwear","L","Turquoise","Winter","Connecticut","Monthly","13","Store Pickup","Venmo","True","True","Low","2.6"
"852","35","Male","86","Sandals","Footwear","M","Red","Summer","Massachusetts","Monthly","19","Express","Debit Card","True","True","Low","2.9"
"853","34","Male","60","Dress","Clothing","L","Yellow","Spring","Florida","Every 3 Months","23","Next Day Air","Debit Card","True","True","Medium","4.2"
"854","62","Male","43","Hat","Accessories","L","Orange","Winter","Delaware","Monthly","35","Free Shipping","Cash","True","True","Medium","4.0"
"855","21","Male","44","Pants","Clothing","L","Blue","Spring","California","Monthly","22","Free Shipping","Venmo","True","True","Medium","4.3"
"856","70","Male","76","Socks","Clothing","L","Gold","Spring","Oregon","Quarterly","14","2-Day Shipping","Credit Card","True","True","Low","3.0"
"857","55","Male","33","Shirt","Clothing","M","Gold","Summer","Alaska","Fortnightly","47","Express","Debit Card","True","True","Low","3.5"
"858","43","Male","60","Shorts","Clothing","L","Cyan","Fall","Missouri","Every 3 Months","50","Standard","Debit Card","True","True","Low","3.0"
"859","19","Male","26","Jacket","Outerwear","L","Olive","Fall","Oklahoma","Weekly","33","Free Shipping","Paypal","True","True","Low","3.1"
"860","47","Male","73","Hoodie","Clothing","M","Teal","Winter","Wisconsin","Monthly","7","Next Day Air","Debit Card","True","True","Medium","4.0"
"861","26","Male","87","Shoes","Footwear","M","Maroon","Spring","South Carolina","Monthly","3","Standard","Cash","True","True","Medium","4.1"
"862","46","Male","100","Skirt","Clothing","Xl","Green","Spring","Virginia","Every 3 Months","35","2-Day Shipping","Credit Card","True","True","Low","3.3"
"863","19","Male","84","Coat","Outerwear","M","Charcoal","Winter","Arkansas","Fortnightly","13","Standard","Paypal","True","True","High","4.9"
"864","49","Male","41","Sneakers","Footwear","M","Cyan","Summer","Vermont","Fortnightly","42","Standard","Paypal","True","True","Medium","3.9"
"865","51","Male","59","Jeans","Clothing","S","Charcoal","Winter","Kentucky","Annually","5","Next Day Air","Paypal","True","True","Medium","3.9"
"866","64","Male","26","Blouse","Clothing","L","Charcoal","Winter","Colorado","Annually","23","Store Pickup","Venmo","True","True","High","4.8"
"867","67","Male","69","Sunglasses","Accessories","M","Lavender","Summer","New Mexico","Bi-Weekly","11","Free Shipping","Paypal","True","True","Low","2.7"
"868","37","Male","20","Jacket","Outerwear","M","Turquoise","Spring","Colorado","Fortnightly","23","Free Shipping","Bank Transfer","True","True","Low","3.1"
"869","40","Male","83","Dress","Clothing","M","Green","Summer","North Carolina","Every 3 Months","2","Next Day Air","Credit Card","True","True","Low","3.2"
"870","38","Male","54","Hat","Accessories","M","Silver","Spring","New Hampshire","Weekly","33","2-Day Shipping","Paypal","True","True","Low","2.7"
"871","66","Male","66","Hoodie","Clothing","M","Blue","Fall","West Virginia","Bi-Weekly","6","Standard","Bank Transfer","True","True","Low","2.5"
"872","47","Male","42","Handbag","Accessories","M","Charcoal","Spring","Hawaii","Quarterly","45","Next Day Air","Debit Card","True","True","Low","2.6"
"873","56","Male","33","Jeans","Clothing","M","Pink","Spring","North Dakota","Quarterly","25","Standard","Cash","True","True","Low","2.9"
"874","51","Male","77","Boots","Footwear","M","Pink","Summer","Mississippi","Quarterly","24","Free Shipping","Venmo","True","True","Medium","4.2"
"875","25","Male","65","Jacket","Outerwear","M","Magenta","Fall","Maine","Every 3 Months","10","Free Shipping","Venmo","True","True","Medium","4.4"
"876","37","Male","39","Sandals","Footwear","L","Gray","Summer","North Dakota","Every 3 Months","7","Free Shipping","Bank Transfer","True","True","Medium","4.1"
"877","41","Male","51","Belt","Accessories","L","Gray","Summer","Nebraska","Weekly","1","2-Day Shipping","Debit Card","True","True","Medium","3.8"
"878","64","Male","65","Handbag","Accessories","M","Orange","Winter","Nebraska","Every 3 Months","45","Next Day Air","Venmo","True","True","High","4.9"
"879","23","Male","89","Sunglasses","Accessories","S","Black","Summer","Tennessee","Weekly","37","Express","Debit Card","True","True","High","4.9"
"880","62","Male","76","Skirt","Clothing","S","Lavender","Spring","Wyoming","Quarterly","14","Free Shipping","Paypal","True","True","Medium","4.1"
"881","39","Male","75","Backpack","Accessories","L","Red","Spring","Nevada","Monthly","25","Express","Debit Card","True","True","Low","3.1"
"882","52","Male","61","Sandals","Footwear","M","Silver","Summer","South Carolina","Annually","18","Next Day Air","Venmo","True","True","Low","2.7"
"883","50","Male","35","Boots","Footwear","M","Cyan","Fall","Virginia","Every 3 Months","37","Next Day Air","Cash","True","True","Medium","3.8"
"884","28","Male","37","Sneakers","Footwear","S","Gold","Fall","Pennsylvania","Monthly","30","Free Shipping","Bank Transfer","True","True","Medium","4.3"
"885","67","Male","91","Skirt","Clothing","L","Yellow","Winter","Hawaii","Weekly","34","Express","Bank Transfer","True","True","Medium","4.1"
"886","41","Male","99","Dress","Clothing","L","Purple","Fall","Ohio","Every 3 Months","49","Free Shipping","Debit Card","True","True","Medium","4.4"
"887","19","Male","54","Shorts","Clothing","S","Brown","Summer","Utah","Monthly","48","Express","Bank Transfer","True","True","Medium","3.6"
"888","70","Male","47","Handbag","Accessories","L","Turquoise","Winter","Minnesota","Fortnightly","33","2-Day Shipping","Paypal","True","True","Low","3.3"
"889","49","Male","77","Scarf","Accessories","S","Gold","Spring","New Hampshire","Annually","44","Express","Cash","True","True","Medium","3.6"
"890","59","Male","84","Belt","Accessories","S","Olive","Fall","Arizona","Weekly","50","Free Shipping","Venmo","True","True","Low","2.8"
"891","52","Male","51","Gloves","Accessories","S","Purple","Spring","New York","Monthly","47","2-Day Shipping","Credit Card","True","True","Medium","4.3"
"892","20","Male","26","Skirt","Clothing","S","Lavender","Summer","Pennsylvania","Every 3 Months","24","Store Pickup","Paypal","True","True","Medium","3.9"
"893","31","Male","64","Shorts","Clothing","L","Gray","Summer","New Mexico","Monthly","43","Free Shipping","Debit Card","True","True","Low","2.7"
"894","33","Male","51","Backpack","Accessories","M","Red","Spring","Nebraska","Monthly","14","Express","Venmo","True","True","High","4.7"
"895","44","Male","60","Hoodie","Clothing","L","Purple","Spring","Wyoming","Quarterly","3","Free Shipping","Debit Card","True","True","Medium","3.8"
"896","40","Male","69","Hat","Accessories","Xl","Olive","Spring","Mississippi","Quarterly","33","Next Day Air","Debit Card","True","True","High","4.7"
"897","69","Male","29","Jewelry","Accessories","M","Lavender","Spring","Arkansas","Fortnightly","38","Express","Cash","True","True","High","4.7"
"898","29","Male","91","Shirt","Clothing","M","Gray","Spring","Illinois","Weekly","46","Express","Venmo","True","True","Low","3.4"
"899","54","Male","70","Belt","Accessories","L","Red","Spring","Nevada","Every 3 Months","19","2-Day Shipping","Bank Transfer","True","True","Low","3.5"
"900","65","Male","58","Sweater","Clothing","M","Peach","Summer","Rhode Island","Annually","20","Standard","Paypal","True","True","Medium","4.0"
"901","54","Male","98","Hat","Accessories","L","Gray","Fall","West Virginia","Quarterly","42","Free Shipping","Bank Transfer","True","True","Low","3.3"
"902","60","Male","68","Scarf","Accessories","L","Violet","Summer","Missouri","Monthly","34","2-Day Shipping","Cash","True","True","High","4.7"
"903","43","Male","44","Hat","Accessories","M","Beige","Summer","Kentucky","Monthly","5","Next Day Air","Cash","True","True","Low","2.8"
"904","44","Male","45","Jacket","Outerwear","M","Blue","Winter","Washington","Quarterly","3","Express","Paypal","True","True","Low","3.3"
"905","69","Male","99","T-Shirt","Clothing","L","Magenta","Spring","Alaska","Every 3 Months","46","Free Shipping","Paypal","True","True","Low","2.9"
"906","46","Male","68","Dress","Clothing","S","Cyan","Spring","Mississippi","Annually","16","Standard","Venmo","True","True","Low","2.8"
"907","41","Male","56","Pants","Clothing","M","Red","Spring","South Carolina","Bi-Weekly","21","Standard","Debit Card","True","True","Medium","4.2"
"908","32","Male","43","Sweater","Clothing","L","Cyan","Winter","Missouri","Bi-Weekly","34","Express","Credit Card","True","True","Medium","4.4"
"909","26","Male","99","Sunglasses","Accessories","M","Turquoise","Winter","New Jersey","Every 3 Months","9","Free Shipping","Paypal","True","True","Medium","3.6"
"910","61","Male","56","Belt","Accessories","L","Silver","Fall","Louisiana","Weekly","36","Express","Paypal","True","True","Low","2.7"
"911","49","Male","25","Hoodie","Clothing","S","Pink","Spring","South Carolina","Monthly","22","Express","Credit Card","True","True","Low","3.4"
"912","53","Male","74","Pants","Clothing","M","Black","Winter","Vermont","Quarterly","2","2-Day Shipping","Bank Transfer","True","True","Low","2.8"
"913","24","Male","56","Hoodie","Clothing","M","Green","Winter","Arkansas","Monthly","32","Next Day Air","Bank Transfer","True","True","Low","3.4"
"914","37","Male","47","Sneakers","Footwear","M","Yellow","Fall","Utah","Every 3 Months","29","Next Day Air","Cash","True","True","Low","2.6"
"915","43","Male","67","Dress","Clothing","L","Purple","Summer","Washington","Every 3 Months","27","Standard","Venmo","True","True","Medium","4.1"
"916","31","Male","22","Dress","Clothing","L","Purple","Winter","Rhode Island","Fortnightly","33","Store Pickup","Credit Card","True","True","Low","2.9"
"917","49","Male","34","Jeans","Clothing","S","Blue","Spring","Illinois","Monthly","16","Standard","Venmo","True","True","Low","2.7"
"918","69","Male","64","Sweater","Clothing","M","Maroon","Spring","Missouri","Quarterly","11","Standard","Bank Transfer","True","True","Medium","3.7"
"919","65","Male","42","Shorts","Clothing","M","Orange","Spring","North Carolina","Fortnightly","11","2-Day Shipping","Cash","True","True","Medium","4.3"
"920","41","Male","82","Shirt","Clothing","L","Green","Winter","Massachusetts","Bi-Weekly","17","2-Day Shipping","Debit Card","True","True","Low","2.6"
"921","37","Male","81","Belt","Accessories","Xl","Gold","Summer","Arkansas","Weekly","37","Free Shipping","Cash","True","True","Medium","4.3"
"922","70","Male","24","Coat","Outerwear","L","Silver","Summer","South Dakota","Weekly","18","Express","Paypal","True","True","Medium","4.1"
"923","63","Male","60","Sneakers","Footwear","M","Cyan","Fall","Georgia","Monthly","13","Standard","Credit Card","True","True","Medium","4.2"
"924","55","Male","24","Shirt","Clothing","M","Silver","Spring","Arkansas","Weekly","7","2-Day Shipping","Paypal","True","True","Medium","4.2"
"925","52","Male","78","Socks","Clothing","Xl","Beige","Winter","Kansas","Quarterly","37","Standard","Cash","True","True","Low","3.1"
"926","22","Male","88","Jeans","Clothing","L","Teal","Winter","Arizona","Monthly","8","Express","Cash","True","True","High","4.9"
"927","54","Male","63","Jeans","Clothing","Xl","Green","Spring","Massachusetts","Bi-Weekly","11","Express","Cash","True","True","Medium","4.4"
"928","28","Male","78","Sneakers","Footwear","L","Black","Summer","New Mexico","Bi-Weekly","8","Standard","Venmo","True","True","Medium","4.4"
"929","67","Male","37","Dress","Clothing","Xl","Yellow","Winter","Arkansas","Every 3 Months","31","Store Pickup","Cash","True","True","Low","3.4"
"930","59","Male","94","Boots","Footwear","M","White","Fall","Nebraska","Fortnightly","26","2-Day Shipping","Debit Card","True","True","Medium","4.5"
"931","26","Male","78","T-Shirt","Clothing","L","Green","Fall","Hawaii","Bi-Weekly","20","Store Pickup","Credit Card","True","True","Medium","4.5"
"932","24","Male","36","Coat","Outerwear","M","Silver","Winter","Nebraska","Fortnightly","24","Standard","Bank Transfer","True","True","Medium","4.1"
"933","62","Male","24","Skirt","Clothing","L","Blue","Winter","Indiana","Bi-Weekly","45","Standard","Debit Card","True","True","Low","3.2"
"934","70","Male","84","Sneakers","Footwear","M","Magenta","Spring","Colorado","Monthly","33","Store Pickup","Debit Card","True","True","Low","2.7"
"935","45","Male","47","Jeans","Clothing","S","Yellow","Spring","Oregon","Monthly","21","Express","Bank Transfer","True","True","Medium","3.7"
"936","58","Male","51","Hoodie","Clothing","L","White","Fall","Ohio","Fortnightly","2","Store Pickup","Bank Transfer","True","True","Low","2.6"
"937","31","Male","84","Shoes","Footwear","M","Pink","Summer","Maine","Weekly","28","Free Shipping","Cash","True","True","Low","2.7"
"938","32","Male","24","Shorts","Clothing","M","Magenta","Summer","Iowa","Quarterly","18","Express","Venmo","True","True","Low","2.7"
"939","36","Male","97","Blouse","Clothing","S","Teal","Fall","Wisconsin","Fortnightly","21","Free Shipping","Debit Card","True","True","High","4.8"
"940","25","Male","89","T-Shirt","Clothing","L","Indigo","Winter","New York","Monthly","24","Next Day Air","Credit Card","True","True","High","4.8"
"941","48","Male","44","Belt","Accessories","S","Maroon","Spring","Colorado","Every 3 Months","15","Store Pickup","Paypal","True","True","Low","2.6"
"942","39","Male","35","Handbag","Accessories","L","Black","Winter","Illinois","Every 3 Months","38","2-Day Shipping","Paypal","True","True","Medium","4.5"
"943","26","Male","91","Dress","Clothing","M","Cyan","Winter","Arizona","Bi-Weekly","38","Express","Paypal","True","True","Low","3.2"
"944","32","Male","63","Hat","Accessories","L","Cyan","Winter","Oklahoma","Fortnightly","13","Next Day Air","Venmo","True","True","Medium","3.8"
"945","54","Male","97","Belt","Accessories","S","Gray","Spring","Indiana","Bi-Weekly","39","Express","Cash","True","True","High","4.8"
"946","38","Male","38","Boots","Footwear","M","Violet","Summer","Minnesota","Every 3 Months","8","Store Pickup","Venmo","True","True","Medium","4.1"
"947","46","Male","24","Coat","Outerwear","Xl","Blue","Spring","Pennsylvania","Quarterly","4","Next Day Air","Paypal","True","True","Low","2.8"
"948","57","Male","32","Blouse","Clothing","M","Charcoal","Winter","Indiana","Every 3 Months","6","Store Pickup","Cash","True","True","Medium","3.9"
"949","49","Male","90","Hat","Accessories","L","Olive","Summer","Alabama","Every 3 Months","11","Express","Venmo","True","True","High","4.9"
"950","33","Male","36","Jeans","Clothing","M","Olive","Summer","Montana","Monthly","49","Standard","Venmo","True","True","Low","3.4"
"951","54","Male","37","Backpack","Accessories","Xl","Turquoise","Winter","New Mexico","Quarterly","30","Free Shipping","Paypal","True","True","Medium","4.1"
"952","47","Male","51","Dress","Clothing","M","Cyan","Summer","Alaska","Monthly","34","Express","Bank Transfer","True","True","Low","2.9"
"953","36","Male","71","Hat","Accessories","S","Red","Fall","Idaho","Monthly","28","2-Day Shipping","Paypal","True","True","Low","3.1"
"954","68","Male","50","Sunglasses","Accessories","S","Cyan","Spring","Utah","Quarterly","36","2-Day Shipping","Venmo","True","True","Medium","3.6"
"955","60","Male","74","Hat","Accessories","S","Turquoise","Fall","Louisiana","Every 3 Months","18","Standard","Credit Card","True","True","Low","3.5"
"956","55","Male","75","Dress","Clothing","L","Lavender","Summer","Mississippi","Monthly","4","Free Shipping","Paypal","True","True","Low","3.4"
"957","29","Male","99","Shirt","Clothing","Xl","Cyan","Spring","Mississippi","Quarterly","42","2-Day Shipping","Debit Card","True","True","Low","2.9"
"958","38","Male","23","Scarf","Accessories","Xl","Violet","Spring","Indiana","Quarterly","11","Store Pickup","Cash","True","True","High","4.7"
"959","70","Male","53","Sneakers","Footwear","Xl","Beige","Winter","Washington","Bi-Weekly","31","Free Shipping","Credit Card","True","True","Medium","4.4"
"960","36","Male","99","Skirt","Clothing","M","Cyan","Spring","Nevada","Fortnightly","12","Standard","Cash","True","True","Low","2.6"
"961","18","Male","48","Jewelry","Accessories","Xl","Indigo","Spring","Louisiana","Quarterly","20","Standard","Venmo","True","True","Medium","4.4"
"962","62","Male","72","Boots","Footwear","L","Olive","Fall","Pennsylvania","Quarterly","37","Next Day Air","Debit Card","True","True","Medium","3.7"
"963","29","Male","64","Sunglasses","Accessories","L","Green","Spring","Michigan","Fortnightly","26","Standard","Debit Card","True","True","Medium","4.4"
"964","21","Male","63","Boots","Footwear","L","Green","Spring","South Carolina","Weekly","14","2-Day Shipping","Credit Card","True","True","Low","2.5"
"965","42","Male","51","Sandals","Footwear","M","Beige","Spring","Arizona","Bi-Weekly","12","Next Day Air","Venmo","True","True","Low","2.6"
"966","43","Male","55","Boots","Footwear","L","Black","Spring","Delaware","Annually","10","Store Pickup","Credit Card","True","True","High","5.0"
"967","58","Male","55","Dress","Clothing","M","Brown","Spring","Kentucky","Annually","19","Express","Cash","True","True","High","4.9"
"968","27","Male","26","Hoodie","Clothing","S","Silver","Summer","Georgia","Weekly","4","Store Pickup","Cash","True","True","Medium","3.7"
"969","57","Male","67","Shorts","Clothing","L","Gray","Summer","North Carolina","Quarterly","48","Next Day Air","Bank Transfer","True","True","Low","3.1"
"970","40","Male","31","Coat","Outerwear","S","Pink","Fall","California","Monthly","37","Express","Paypal","True","True","Low","3.2"
"971","45","Male","66","Jeans","Clothing","S","Maroon","Winter","California","Monthly","4","Free Shipping","Cash","True","True","Medium","4.4"
"972","47","Male","67","Sunglasses","Accessories","M","Cyan","Summer","Indiana","Weekly","15","Next Day Air","Credit Card","True","True","Medium","4.3"
"973","61","Male","61","Sneakers","Footwear","L","Gold","Winter","Colorado","Weekly","33","Standard","Credit Card","True","True","Low","3.0"
"974","60","Male","75","Jacket","Outerwear","M","Teal","Fall","Colorado","Quarterly","30","2-Day Shipping","Bank Transfer","True","True","Low","3.5"
"975","69","Male","90","Skirt","Clothing","M","Beige","Spring","North Carolina","Monthly","23","2-Day Shipping","Bank Transfer","True","True","Medium","3.6"
"976","58","Male","40","Sweater","Clothing","M","Olive","Summer","Washington","Weekly","2","2-Day Shipping","Bank Transfer","True","True","Medium","3.8"
"977","34","Male","90","T-Shirt","Clothing","M","Gray","Fall","Florida","Every 3 Months","50","Express","Credit Card","True","True","Medium","3.6"
"978","20","Male","20","Belt","Accessories","M","Black","Spring","Washington","Bi-Weekly","34","Express","Cash","True","True","High","4.6"
"979","56","Male","40","Gloves","Accessories","M","Turquoise","Summer","Colorado","Weekly","33","Standard","Credit Card","True","True","Low","2.5"
"980","64","Male","33","Hat","Accessories","S","Brown","Fall","New Hampshire","Monthly","34","Store Pickup","Debit Card","True","True","Low","3.5"
"981","56","Male","98","Boots","Footwear","S","Magenta","Spring","Maryland","Every 3 Months","39","Free Shipping","Paypal","True","True","Medium","4.0"
"982","27","Male","42","Belt","Accessories","M","Silver","Spring","Maryland","Quarterly","47","Next Day Air","Credit Card","True","True","Low","3.5"
"983","35","Male","62","Coat","Outerwear","S","Red","Summer","Texas","Monthly","37","Standard","Paypal","True","True","Low","3.2"
"984","24","Male","45","Hat","Accessories","L","Indigo","Winter","New Mexico","Bi-Weekly","40","Free Shipping","Venmo","True","True","Low","3.5"
"985","26","Male","78","Shoes","Footwear","M","Green","Summer","Utah","Bi-Weekly","8","Free Shipping","Credit Card","True","True","Low","3.4"
"986","32","Male","80","Handbag","Accessories","M","Gray","Fall","West Virginia","Annually","12","Express","Bank Transfer","True","True","High","5.0"
"987","54","Male","96","Scarf","Accessories","S","Peach","Spring","Connecticut","Monthly","36","Store Pickup","Bank Transfer","True","True","Medium","4.5"
